35341,59,,,828,1161,,
35340,34,,,827,25373,,
35339,10,,,827,23509,,
35338,170,,,827,23052,,
35337,8,,,827,9650,,
35336,16,,,827,2026,,
35335,7,,,825,6574,,
35334,38,,,825,4501,,
35333,447,,,825,293,,
35332,10,,,824,19654,,
35331,110,,,823,33170,,
35330,54,,,823,25281,,
35329,21,,,823,15891,,
35328,12,,,823,11096,,
35327,4,,,823,5224,,
35326,148,,,822,30481,,
35325,5,,,822,19055,,
35324,59,,,822,11156,,
35323,12,,,822,7804,,
35322,5,,,821,23534,,
35321,132,,,820,23022,,
35320,43,,,820,8823,,
35319,46,,,820,8042,,
35318,111,,,819,34529,,
35317,29,,,819,28588,,
35316,29,,,819,23285,,
35315,930,,,819,15495,,
35314,143,,,819,10740,,
35313,785,,,819,9425,,
35312,56,,,819,5385,,
35311,169,,,818,27194,,
35310,105,,,818,14045,,
35309,23,,,817,13064,,
35308,50,,,817,4947,,
35307,43,,,815,17469,,
35306,14,,,815,11974,,
35305,39,,,814,17753,,
35304,5,,,813,23867,,
35303,61,,,812,35135,,
35302,88,,,812,24526,,
35301,47,,,812,19627,,
35300,585,,,812,8818,,
35299,79,,,811,34266,,
35298,47,,,811,9549,,
35297,381,,,811,9233,,
35296,28,,,811,7251,,
35295,17,,,810,20773,,
35294,16,,,810,12807,,
35293,114,,,809,31794,,
35292,248,,,809,19942,,
35291,37,,,809,9523,,
35290,30,,,809,5537,,
35289,40,,,808,32597,,
35288,29,,,808,29297,,
35287,111,,,808,271,,
35286,83,,,807,15901,,
35285,16,,,807,4860,,
35284,5,,,806,18546,,
35283,260,,,806,16922,,
35282,116,,,806,15251,,
35281,36,,,803,23985,,
35280,102,,,802,31851,,
35279,924,,,802,25397,,
35278,58,,,802,22133,,
35277,5,,,801,33229,,
35276,173,,,801,20396,,
35275,34,,,800,31512,,
35274,64,,,800,12409,,
35273,22,,,800,11769,,
35272,222,,,799,32328,,
35271,85,,,799,1786,,
35270,89,,,799,312,,
35269,12,,,798,25900,,
35268,68,,,798,11383,,
35267,190,,,798,5732,,
35266,33,,,798,1833,,
35265,154,,,797,31771,,
35264,103,,,796,32485,,
35263,117,,,796,21943,,
35262,244,,,796,15211,,
35261,72,,,795,30549,,
35260,75,,,795,30005,,
35259,61,,,795,25639,,
35258,660,,,795,4090,,
35257,20,,,795,2042,,
35256,46,,,794,35508,,
35255,496,,,794,21055,,
35254,233,,,794,18053,,
35253,33,,,794,16443,,
35252,502,,,793,25562,,
35251,11,,,793,20835,,
35250,222,,,792,15690,,
35249,104,,,792,10325,,
35248,33,,,791,10033,,
35247,189,,,790,34209,,
35246,700,,,790,12932,,
35245,122,,,790,12166,,
35244,18,,,790,7338,,
35243,87,,,790,6107,,
35242,5,,,790,321,,
35241,223,,,789,34108,,
35240,15,,,789,32406,,
35239,27,,,789,17307,,
35238,40,,,788,25658,,
35237,55,,,788,21043,,
35236,49,,,787,26789,,
35235,28,,,787,10454,,
35234,50,,,785,35313,,
35233,78,,,785,6103,,
35232,1,,,784,28283,,
35231,2,,,784,27884,,
35230,484,,,784,5293,,
35229,48,,,783,30568,,
35228,70,,,783,25118,,
35227,7,,,783,8132,,
35226,150,,,783,7847,,
35225,27,,,782,28548,,
35224,25,,,782,13178,,
35223,54,,,781,33529,,
35222,13,,,781,21567,,
35221,19,,,781,15872,,
35220,45,,,781,15500,,
35219,393,,,781,478,,
35218,45,,,780,20607,,
35217,99,,,780,6980,,
35216,19,,,779,22171,,
35215,16,,,777,20753,,
35214,84,,,777,19956,,
35213,13,,,776,14424,,
35212,50,,,776,7816,,
35211,21,,,775,28474,,
35210,58,,,775,9771,,
35209,66,,,774,12705,,
35208,5,,,773,33636,,
35207,60,,,773,17258,,
35206,6,,,773,7184,,
35205,8,,,773,2027,,
35204,56,,,772,10369,,
35203,30,,,771,35537,,
35202,17,,,771,25576,,
35201,23,,,771,14173,,
35200,18,,,771,7610,,
35199,64,,,770,24937,,
35198,52,,,770,22287,,
35197,35,,,770,11480,,
35196,162,,,769,29114,,
35195,69,,,769,26574,,
35194,80,,,769,20259,,
35193,28,,,768,20203,,
35192,23,,,767,34844,,
35191,40,,,767,23399,,
35190,29,,,767,4201,,
35189,86,,,766,34380,,
35188,30,,,766,33644,,
35187,6,,,765,29988,,
35186,11,,,765,18625,,
35185,101,,,765,17139,,
35184,4,,,764,24089,,
35183,58,,,764,20664,,
35182,78,,,764,19762,,
35181,9,,,764,4152,,
35180,65,,,763,30233,,
35179,40,,,762,26650,,
35178,263,,,762,24849,,
35177,14,,,762,12904,,
35176,315,,,762,4434,,
35175,31,,,761,31559,,
35174,12,,,761,28938,,
35173,72,,,761,13421,,
35172,523,,,761,2834,,
35171,29,,,760,22709,,
35170,58,,,760,16945,,
35169,67,,,760,3667,,
35168,55,,,759,35086,,
35167,141,,,759,34432,,
35166,28,,,759,32103,,
35165,26,,,759,30482,,
35164,66,,,759,15057,,
35163,13,,,759,10241,,
35162,55,,,759,1317,,
35161,54,,,758,25901,,
35160,13,,,758,21598,,
35159,34,,,758,20859,,
35158,12,,,758,11054,,
35157,49,,,756,33660,,
35156,8,,,756,29721,,
35155,34,,,756,17962,,
35154,4,,,755,18701,,
35153,23,,,752,18260,,
35152,26,,,751,29656,,
35151,5,,,751,15533,,
35150,17,,,750,16093,,
35149,11,,,750,9900,,
35148,22,,,750,6017,,
35147,30,,,749,10132,,
35146,12,,,748,23748,,
35145,271,,,748,21077,,
35144,31,,,748,20869,,
35143,151,,,747,24987,,
35142,523,,,747,18554,,
35141,87,,,747,13316,,
35140,117,,,746,34069,,
35139,93,,,746,29882,,
35138,26,,,746,27928,,
35137,650,,,745,34771,,
35136,20,,,745,25889,,
35135,812,,,745,21152,,
35134,28,,,744,34896,,
35133,64,,,744,31915,,
35132,2,,,744,30977,,
35131,11,,,744,21381,,
35130,61,,,744,18982,,
35129,192,,,744,16256,,
35128,45,,,744,11321,,
35127,33,,,744,8020,,
35126,4,,,743,25977,,
35125,74,,,743,22275,,
35124,105,,,743,20834,,
35123,17,,,743,17861,,
35122,9,,,743,15277,,
35121,198,,,742,34034,,
35120,82,,,742,4795,,
35119,304,,,741,32267,,
35118,69,,,741,24006,,
35117,18,,,741,22645,,
35116,120,,,741,3440,,
35115,27,,,740,32426,,
35114,89,,,740,29879,,
35113,131,,,739,14641,,
35112,23,,,738,33631,,
35111,235,,,737,20943,,
35110,20,,,737,12511,,
35109,2,,,737,8299,,
35108,71,,,737,99,,
35107,352,,,736,13282,,
35106,29,,,735,23548,,
35105,470,,,735,8785,,
35104,541,,,734,31708,,
35103,19,,,734,25964,,
35102,176,,,734,15534,,
35101,83,,,733,24066,,
35100,75,,,732,27510,,
35099,188,,,732,20699,,
35098,53,,,732,10190,,
35097,300,,,732,4848,,
35096,130,,,732,4367,,
35095,51,,,731,34273,,
35094,13,,,731,32967,,
35093,842,,,731,564,,
35092,32,,,730,33252,,
35091,184,,,730,11370,,
35090,69,,,729,8804,,
35089,4,,,728,25379,,
35088,18,,,728,15411,,
35087,62,,,728,3133,,
35086,759,,,727,34178,,
35085,64,,,727,28970,,
35084,251,,,727,25437,,
35083,75,,,727,15664,,
35082,20,,,727,10228,,
35081,34,,,726,20822,,
35080,22,,,726,15687,,
35079,18,,,726,9544,,
35078,127,,,725,31083,,
35077,40,,,725,24744,,
35076,19,,,725,14432,,
35075,45,,,725,10561,,
35074,38,,,724,34305,,
35073,24,,,724,29521,,
35072,29,,,724,28585,,
35071,14,,,724,25272,,
35070,833,,,723,18483,,
35069,6,,,723,13957,,
35068,91,,,722,6997,,
35067,39,,,722,6739,,
35066,65,,,722,198,,
35065,26,,,721,28442,,
35064,13,,,721,5077,,
35063,231,,,720,33532,,
35062,81,,,720,33018,,
35061,98,,,720,15237,,
35060,5,,,720,8985,,
35059,217,,,720,8236,,
35058,3,,,719,7439,,
35057,40,,,718,16519,,
35056,27,,,718,12493,,
35055,101,,,718,8293,,
35054,98,,,717,34669,,
35053,96,,,717,34022,,
35052,91,,,717,19528,,
35051,105,,,716,17271,,
35050,105,,,716,1259,,
35049,104,,,715,25817,,
35048,9,,,715,23353,,
35047,319,,,715,20958,,
35046,111,,,715,8965,,
35045,114,,,715,2892,,
35044,168,,,714,6790,,
35043,151,,,714,220,,
35042,76,,,713,1287,,
35041,2,,,712,6934,,
35040,5,,,712,2545,,
35039,283,,,711,31430,,
35038,103,,,711,25955,,
35037,9,,,711,16829,,
35036,92,,,710,34758,,
35035,6,,,710,18111,,
35034,38,,,709,12170,,
35033,49,,,709,12019,,
35032,149,,,708,32400,,
35031,141,,,708,29331,,
35030,95,,,708,20942,,
35029,76,,,708,16618,,
35028,303,,,708,16380,,
35027,183,,,708,16150,,
35026,185,,,707,31836,,
35025,59,,,707,18697,,
35024,299,,,707,17143,,
35023,35,,,707,15567,,
35022,363,,,707,14361,,
35021,18,,,707,5666,,
35020,57,,,707,111,,
35019,2,,,706,6182,,
35018,13,,,706,1794,,
35017,94,,,705,18969,,
35016,20,,,705,17946,,
35015,444,,,705,9470,,
35014,26,,,705,3636,,
35013,38,,,704,35532,,
35012,31,,,704,21003,,
35011,177,,,704,19887,,
35010,14,,,704,12009,,
35009,27,,,703,23940,,
35008,192,,,703,21790,,
35007,19,,,703,1361,,
35006,91,,,702,17244,,
35005,28,,,701,15863,,
35004,218,,,700,35246,,
35003,29,,,700,34235,,
35002,213,,,700,30161,,
35001,127,,,700,20633,,
35000,34,,,700,11570,,
34999,344,,,700,6198,,
34998,148,,,699,21173,,
34997,99,,,699,11053,,
34996,8,,,699,11010,,
34995,24,,,699,1085,,
34994,19,,,698,30297,,
34993,12,,,698,18608,,
34992,37,,,698,14065,,
34991,38,,,698,12006,,
34990,21,,,696,27356,,
34989,12,,,696,20260,,
34988,31,,,696,16540,,
34987,199,,,694,31265,,
34986,38,,,694,28419,,
34985,1,,,694,16546,,
34984,15,,,694,10902,,
34983,55,,,693,20369,,
34982,52,,,692,29905,,
34981,5,,,692,26307,,
34980,54,,,692,17323,,
34979,95,,,691,28131,,
34978,52,,,691,19788,,
34977,200,,,691,4157,,
34976,21,,,690,17576,,
34975,311,,,690,11808,,
34974,37,,,690,1478,,
34973,217,,,689,25396,,
34972,49,,,689,19909,,
34971,9,,,689,18622,,
34970,168,,,689,11806,,
34969,84,,,689,9565,,
34968,46,,,689,9094,,
34967,66,,,688,28301,,
34966,151,,,688,13054,,
34965,424,,,687,16080,,
34964,60,,,687,13808,,
34963,50,,,686,31284,,
34962,139,,,686,28538,,
34961,30,,,686,27852,,
34960,32,,,686,21558,,
34959,123,,,686,18306,,
34958,24,,,685,26204,,
34957,22,,,685,6659,,
34956,5,,,684,34754,,
34955,31,,,684,33996,,
34954,77,,,684,28682,,
34953,14,,,684,27006,,
34952,12,,,684,11186,,
34951,58,,,684,1173,,
34950,20,,,683,32111,,
34949,17,,,682,30928,,
34948,76,,,682,23164,,
34947,482,,,682,8978,,
34946,130,,,681,9149,,
34945,28,,,679,30570,,
34944,99,,,678,30226,,
34943,7,,,678,5033,,
34942,321,,,678,1095,,
34941,105,,,677,21591,,
34940,12,,,677,15147,,
34939,316,,,677,11085,,
34938,33,,,676,31373,,
34937,213,,,676,28096,,
34936,15,,,676,10713,,
34935,8,,,675,34363,,
34934,3,,,675,29250,,
34933,3,,,674,34624,,
34932,159,,,674,33057,,
34931,61,,,674,31574,,
34930,26,,,674,21597,,
34929,122,,,674,12503,,
34928,8,,,673,30057,,
34927,59,,,673,24146,,
34926,12,,,672,31163,,
34925,13,,,672,5709,,
34924,20,,,671,32712,,
34923,145,,,671,16199,,
34922,28,,,670,32673,,
34921,102,,,669,25309,,
34920,182,,,669,24358,,
34919,54,,,669,16475,,
34918,39,,,669,15104,,
34917,108,,,669,2423,,
34916,30,,,668,24914,,
34915,49,,,668,23441,,
34914,50,,,668,18945,,
34913,62,,,668,18318,,
34912,5,,,668,14076,,
34911,69,,,668,6709,,
34910,72,,,667,31304,,
34909,95,,,667,23700,,
34908,30,,,667,10460,,
34907,64,,,667,7788,,
34906,17,,,667,6786,,
34905,62,,,666,24845,,
34904,444,,,666,24316,,
34903,57,,,665,33908,,
34902,160,,,665,32984,,
34901,62,,,665,32270,,
34900,4,,,665,20199,,
34899,204,,,664,32927,,
34898,25,,,664,10520,,
34897,185,,,664,5681,,
34896,744,,,663,32489,,
34895,36,,,663,20657,,
34894,69,,,663,13046,,
34893,35,,,663,5202,,
34892,108,,,662,14650,,
34891,332,,,662,9658,,
34890,18,,,662,9008,,
34889,78,,,662,7570,,
34888,12,,,661,5002,,
34887,79,,,660,35258,,
34886,166,,,660,9274,,
34885,390,,,660,3407,,
34884,35,,,659,29112,,
34883,161,,,659,26188,,
34882,9,,,659,17393,,
34881,4,,,659,12517,,
34880,4,,,659,7451,,
34879,47,,,658,35447,,
34878,9,,,658,34790,,
34877,54,,,658,31547,,
34876,96,,,658,2206,,
34875,135,,,657,23586,,
34874,131,,,657,18160,,
34873,37,,,657,3917,,
34872,211,,,656,17775,,
34871,18,,,656,13125,,
34870,10,,,655,27224,,
34869,4,,,655,17102,,
34868,104,,,654,32479,,
34867,15,,,654,5708,,
34866,34,,,653,28972,,
34865,27,,,652,24029,,
34864,14,,,652,17037,,
34863,7,,,652,1969,,
34862,607,,,650,35137,,
34861,14,,,650,21169,,
34860,4,,,649,32577,,
34859,2,,,649,20720,,
34858,21,,,649,6059,,
34857,24,,,649,918,,
34856,46,,,648,28257,,
34855,18,,,648,24535,,
34854,3,,,648,11402,,
34853,11,,,647,28151,,
34852,154,,,647,19246,,
34851,115,,,646,15579,,
34850,37,,,646,10308,,
34849,61,,,646,2716,,
34848,43,,,645,24864,,
34847,25,,,645,7871,,
34846,49,,,644,30687,,
34845,5,,,644,10215,,
34844,767,,,644,4472,,
34843,64,,,644,1422,,
34842,56,,,643,14384,,
34841,102,,,643,9999,,
34840,43,,,643,9653,,
34839,44,,,643,7416,,
34838,81,,,643,7051,,
34837,9,,,642,31949,,
34836,11,,,642,21017,,
34835,125,,,642,12534,,
34834,24,,,641,29520,,
34833,112,,,641,29510,,
34832,93,,,641,22411,,
34831,37,,,641,12465,,
34830,117,,,641,11732,,
34829,74,,,640,23500,,
34828,3,,,640,7602,,
34827,97,,,640,4044,,
34826,16,,,639,14429,,
34825,107,,,639,13978,,
34824,574,,,639,5733,,
34823,187,,,639,1050,,
34822,13,,,638,20390,,
34821,2,,,638,19799,,
34820,2,,,638,16803,,
34819,29,,,638,16390,,
34818,4,,,638,8741,,
34817,14,,,637,23232,,
34816,4,,,637,17031,,
34815,42,,,637,11685,,
34814,114,,,636,34185,,
34813,94,,,636,28768,,
34812,16,,,636,22309,,
34811,40,,,636,5772,,
34810,45,,,636,4057,,
34809,57,,,636,1163,,
34808,34,,,636,691,,
34807,8,,,635,34120,,
34806,100,,,635,18826,,
34805,23,,,634,33923,,
34804,35,,,634,15782,,
34803,15,,,634,13840,,
34802,23,,,634,10889,,
34801,11,,,634,7033,,
34800,17,,,634,941,,
34799,32,,,633,34145,,
34798,201,,,633,30522,,
34797,26,,,633,13561,,
34796,61,,,633,12519,,
34795,15,,,633,3168,,
34794,22,,,632,30018,,
34793,13,,,632,18212,,
34792,21,,,632,6249,,
34791,19,,,631,33929,,
34790,658,,,631,31349,,
34789,7,,,631,25138,,
34788,40,,,631,18307,,
34787,16,,,631,15680,,
34786,3,,,631,2029,,
34785,34,,,630,22549,,
34784,16,,,630,16361,,
34783,47,,,630,13065,,
34782,4,,,630,12755,,
34781,541,,,629,32036,,
34780,52,,,629,25612,,
34779,346,,,629,14890,,
34778,179,,,629,2323,,
34777,6,,,628,8404,,
34776,17,,,628,7787,,
34775,19,,,627,33764,,
34774,451,,,627,30996,,
34773,248,,,627,18523,,
34772,9,,,626,20082,,
34771,745,,,626,5457,,
34770,24,,,626,3386,,
34769,84,,,626,441,,
34768,10,,,625,32046,,
34767,38,,,625,20269,,
34766,20,,,625,12012,,
34765,29,,,625,4568,,
34764,14,,,624,26193,,
34763,11,,,624,17478,,
34762,28,,,624,15673,,
34761,19,,,624,15113,,
34760,27,,,624,9928,,
34759,8,,,623,32592,,
34758,710,,,622,12826,,
34757,48,,,622,6929,,
34756,118,,,621,18842,,
34755,21,,,620,33619,,
34754,684,,,620,28738,,
34753,4,,,620,22491,,
34752,78,,,619,18998,,
34751,124,,,619,8681,,
34750,23,,,618,12174,,
34749,36,,,618,7365,,
34748,312,,,617,31520,,
34747,12,,,617,28495,,
34746,12,,,617,23797,,
34745,104,,,617,22279,,
34744,46,,,617,5505,,
34743,258,,,617,2884,,
34742,52,,,616,24130,,
34741,11,,,616,13224,,
34740,5,,,615,32443,,
34739,18,,,615,31999,,
34738,50,,,615,16663,,
34737,16,,,615,6532,,
34736,75,,,614,32628,,
34735,147,,,614,28455,,
34734,61,,,614,25143,,
34733,5,,,614,9384,,
34732,32,,,613,34068,,
34731,37,,,613,26610,,
34730,11,,,613,7453,,
34729,66,,,613,6457,,
34728,101,,,612,15052,,
34727,130,,,612,2150,,
34726,453,,,610,27214,,
34725,113,,,610,7852,,
34724,94,,,609,29338,,
34723,62,,,609,13711,,
34722,49,,,609,13537,,
34721,50,,,609,10415,,
34720,104,,,608,32355,,
34719,369,,,608,18521,,
34718,27,,,608,4393,,
34717,435,,,607,34862,,
34716,10,,,607,30725,,
34715,894,,,607,11802,,
34714,74,,,607,9826,,
34713,241,,,607,727,,
34712,16,,,606,35563,,
34711,4,,,606,34672,,
34710,8,,,606,26600,,
34709,52,,,606,14438,,
34708,98,,,605,24291,,
34707,370,,,605,15766,,
34706,26,,,605,12699,,
34705,29,,,605,5407,,
34704,19,,,604,31849,,
34703,226,,,604,24802,,
34702,38,,,604,21935,,
34701,65,,,604,20073,,
34700,9,,,604,16375,,
34699,45,,,604,15984,,
34698,50,,,604,15818,,
34697,74,,,604,13527,,
34696,45,,,603,30988,,
34695,67,,,603,21232,,
34694,20,,,602,13066,,
34693,55,,,602,10614,,
34692,43,,,602,7956,,
34691,11,,,600,22728,,
34690,19,,,600,12638,,
34689,12,,,599,32152,,
34688,48,,,599,23733,,
34687,64,,,599,7177,,
34686,30,,,598,33379,,
34685,46,,,597,33733,,
34684,476,,,597,31350,,
34683,15,,,597,29140,,
34682,61,,,597,29100,,
34681,161,,,597,3056,,
34680,18,,,596,34031,,
34679,508,,,596,33583,,
34678,9,,,596,29080,,
34677,316,,,596,9077,,
34676,179,,,596,1909,,
34675,8,,,595,28694,,
34674,44,,,595,24951,,
34673,72,,,595,22174,,
34672,606,,,595,17705,,
34671,23,,,595,13954,,
34670,139,,,594,34367,,
34669,717,,,594,31814,,
34668,182,,,594,26949,,
34667,39,,,594,26599,,
34666,593,,,594,22029,,
34665,983,,,594,14919,,
34664,12,,,594,9796,,
34663,18,,,593,34666,,
34662,33,,,593,34255,,
34661,144,,,593,32228,,
34660,490,,,593,24008,,
34659,8,,,593,20892,,
34658,85,,,593,14188,,
34657,12,,,593,3181,,
34656,9,,,593,1659,,
34655,48,,,592,25301,,
34654,45,,,592,16750,,
